scenario,margin_case,distribution_model,subsystem,sampled_load_kw
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.076222972444
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.9586779324563
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.4396852520845
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.7717996731394
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.6244404761353
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.415382029523
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.0693122760165
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.0349791159401
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.2053372791547
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.2996029967178
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.3081976851684
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.9219500821891
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.5248413455104
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.3743452671388
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.2898329848106
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.4483653103662
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.7630266793938
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.566751134451
Scenario Alpha,Case A - CUM,Triangular,HVAC,1023.0237837639366
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.4005860757238
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.3573866206148
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.9854573135567
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.6440821609187
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.7364011086627
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.1310129293856
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.0063536939742
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.4022862383083
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.1695780739587
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.0935233165603
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.0598356034775
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.364375349717
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.4012740720088
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.2797880643461
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.2958610471164
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.961708212782
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.6005506130755
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.2970830951015
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.9243865106125
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.7258834819236
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.2003371275014
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.9305652717007
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.530999970278
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.4427236910888
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.756439354793
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.8025847325785
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.0646439622922
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.0866956457976
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.1691375796702
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.3956568116444
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.620084903802
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.033107058814
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.6805442621774
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.9518178313187
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.3215795298322
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.554204176563
Scenario Alpha,Case A - CUM,Triangular,HVAC,1029.8480852175035
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.6384381871599
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.6313727972167
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.4608500251045
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.6873720518963
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.3713054633738
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.539225806834
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.6848464485347
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.4180542054473
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.2316701077277
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.0321172594097
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.0106719222795
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.1660113848154
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.5188123110063
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.5619905054018
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.8466951315152
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.4576875317182
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.4471745467183
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.5474307865352
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.047719833227
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.3106037176804
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.2240836127853
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.7174633896857
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.4982293770508
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.1663813676269
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.3351312913594
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.655602776875
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.5606086961936
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.1512743452568
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.1844540747074
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.4664792586125
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.3891734412855
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.0205277663886
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.436975596021
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.0604450430837
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.9837931828736
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.8017785571196
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.0715338884136
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.9549939359656
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.764149438581
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.3461813479155
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.6053138741768
Scenario Alpha,Case A - CUM,Triangular,HVAC,1029.0762719572656
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.4149234414308
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.2786964941918
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.2413925972567
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.3606282089943
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.952022482036
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.0792119676703
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.2484081709285
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.602335982338
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.2903704237956
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.5788861042768
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.2890424703887
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.699579174698
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.761175623398
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.4257536817256
Scenario Alpha,Case A - CUM,Triangular,HVAC,1029.4618603158267
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.3046457137393
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.9821824191733
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.9512387950222
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.7877872061415
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.1887038896846
Scenario Alpha,Case A - CUM,Triangular,HVAC,1030.3244204489697
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.1315480576673
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.119096201322
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.0800819619021
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.8016512061436
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.4951875236643
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.1434407768734
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.49041819898
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.7723701636605
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.3288407584441
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.0806113001674
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.1276291280833
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.299061339625
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.796903445007
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.4326186067788
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.6950375654967
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.4664792811593
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.613719360357
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.3384079596708
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.1073035676293
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.4798092661106
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.9405634511104
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.9919511377561
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.2028072610349
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.6288105695671
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.5864527560295
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.7386516435806
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.4423622622544
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.8977728234222
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.1661661618225
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.096816218422
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.7293782147544
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.5218884899416
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.3055730035358
Scenario Alpha,Case A - CUM,Triangular,HVAC,1030.0361270974836
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.079063176017
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.9007998474049
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.9626948702219
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.6385808849404
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.211506489158
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.1518755553657
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.7402024038543
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.622869577953
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.5405156656714
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.7937263674648
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.4410615604168
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.3570697609757
Scenario Alpha,Case A - CUM,Triangular,HVAC,1029.6241024114845
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.9285516340888
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.0949738855084
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.9912893189883
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.5684662386122
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.8072871960749
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.7547528955263
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.8451533453715
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.8798702988488
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.53245450266
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.256336123945
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.8996996873263
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.6723908603726
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.5338306320273
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.6498277642947
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.4604747355625
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.0289833369936
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.3467159715444
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.2313288693128
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.7114138759068
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.6655110061738
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.6023191186757
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.0944048390072
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.2342641088917
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.8871685974173
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.2009323536545
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.9869440669333
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.4686707711537
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.6487390088148
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.121838344842
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.1201223487287
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.1730579627442
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.7067260817737
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.4493802375425
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.888676158551
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.5834736925453
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.1778877215056
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.2926885373417
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.4250704428061
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.3365682998458
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.6431445849967
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.1564724764473
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.8925565214472
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.316792580412
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.0366920261713
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.5199900938535
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.1081124052703
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.8720872878841
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.1486878336682
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.9082036258162
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.5164255535437
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.162866806118
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.0821819398839
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.9625586661523
Scenario Alpha,Case A - CUM,Triangular,HVAC,1023.8836948273342
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.1511777252008
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.1100647345465
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.8428046863569
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.211863558152
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.585117395324
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.6346397654472
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.568524701748
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.798309263086
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.963393196727
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.0558277229443
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.8472116761532
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.313294269116
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.6157974906205
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.2039913362812
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.8017463730002
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.7681290591122
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.071343192308
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.3787682858463
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.9223866134082
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.7311087310395
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.190216488613
Scenario Alpha,Case A - CUM,Triangular,HVAC,1029.0187437968113
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.4694830275096
Scenario Alpha,Case A - CUM,Triangular,HVAC,1023.6909366007081
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.683543593957
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.5752207738078
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.1777801707005
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.652106084292
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.3808781135579
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.5770465104804
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.998401264578
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.777208394252
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.4883930263245
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.077852336774
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.3223012402807
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.5721051374178
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.9776258212864
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.0990195122986
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.1265415230932
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.1713384056231
Scenario Alpha,Case A - CUM,Triangular,HVAC,1029.388504502171
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.7547994931685
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.8773899253752
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.363387647523
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.889280493876
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.7831331822972
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.954599505356
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.2397249201
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.9786822798578
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.8590192175432
Scenario Alpha,Case A - CUM,Triangular,HVAC,1023.6955059670796
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.3903262905624
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.314002643537
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.8107409578658
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.6147774457272
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.0212068395963
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.3290383484668
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.6975939304946
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.1389382075304
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.3080837519594
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.431561735608
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.3426737630398
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.716979797142
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.6631819508705
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.387048600423
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.4131049299997
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.0135722038995
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.2247134936174
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.3005924996817
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.817069297465
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.6379077780855
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.3056969211018
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.9920668014033
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.1887664302953
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.6461020463244
Scenario Alpha,Case A - CUM,Triangular,HVAC,1029.906030980819
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.0721352775463
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.648834118196
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.5709339321288
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.573007829953
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.8014533933137
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.534917207863
Scenario Alpha,Case A - CUM,Triangular,HVAC,1029.048282157154
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.4869528325178
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.9207678767389
Scenario Alpha,Case A - CUM,Triangular,HVAC,1024.8464558022974
Scenario Alpha,Case A - CUM,Triangular,HVAC,1028.8908246126905
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.6843510865515
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.1744641974678
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.392254518314
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.5869513848206
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.6959949456307
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.8879978567202
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.652558255912
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.8940754378016
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.1118815659472
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.256417940833
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.010021051187
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.1329142959858
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.626673930331
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.136429673798
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.2993681529385
Scenario Alpha,Case A - CUM,Triangular,HVAC,1025.6361208629587
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.3747011812509
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.0947754480778
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.5868739915281
Scenario Alpha,Case A - CUM,Triangular,HVAC,1027.7473413183516
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.6933365057293
Scenario Alpha,Case A - CUM,Triangular,HVAC,1026.2448135059865
